Comments,Sentiment
experiencia brindó consultaría gran valor futuro profesional y personal,"AnalyzerOutput(output=NEU, probas={NEU: 0.666, POS: 0.314, NEG: 0.020})"
ojalá pudiera esclarecer un mejor parte organización cuánto tiempo anticipación requieren reportes parciales finales puedan revisados y firmados entregarlos tiempo udlap gustaría proponer una mejor comunicación universidad y organizaciones aceptan practicantes conocer específicamente documentos necesitan inicio prácticas formato y plataforma o quién podemos adquirir,"AnalyzerOutput(output=NEU, probas={NEU: 0.896, NEG: 0.061, POS: 0.043})"
lamentablemente prácticas línea y no pude aprovechar máximo experiencia trabajo y ambiente laboral total embargo supervisor muy paciente y explicaba todo gran detalle gusto mucho,"AnalyzerOutput(output=POS, probas={POS: 0.829, NEU: 0.143, NEG: 0.028})"
una respuesta dice “no” debido prácticas línea pandemia,"AnalyzerOutput(output=NEG, probas={NEG: 0.641, NEU: 0.341, POS: 0.018})"
un excelente lugar gustado ir persona facilitado cosas,"AnalyzerOutput(output=POS, probas={POS: 0.973, NEU: 0.024, NEG: 0.003})"
realmente esperaba profesional académico y no así,"AnalyzerOutput(output=NEG, probas={NEG: 0.707, NEU: 0.278, POS: 0.015})"
actividades acordes modalidad línea embargo faltó un organización,"AnalyzerOutput(output=NEU, probas={NEU: 0.796, NEG: 0.165, POS: 0.038})"
mejorar comunicación y brindar mayor retroalimentación,"AnalyzerOutput(output=NEU, probas={NEU: 0.612, POS: 0.335, NEG: 0.053})"
no ofrecieron beneficios todo línea,"AnalyzerOutput(output=NEG, probas={NEG: 0.743, NEU: 0.246, POS: 0.011})"
unas practicas ingeniería muy necesario ir instalaciones no ir sentí practicas no cumplieron expectativas y labores desempeñadas practicas no constructivas ya no desarrolle ningun proyecto practico y todo curso sintio una matería y no laborando empresa,"AnalyzerOutput(output=NEG, probas={NEG: 0.959, NEU: 0.038, POS: 0.003})"
pase muy agusto trabajando empresa tsystems y aprendí muchas cosas nuevas y pude aplicar conocimientos adquiridos,"AnalyzerOutput(output=POS, probas={POS: 0.964, NEU: 0.033, NEG: 0.003})"
gustó muchísimo realizar prácticas enseñaron hacer estudios computacionales y usar herramientas nuevas ámbito estudio molecular,"AnalyzerOutput(output=POS, probas={POS: 0.935, NEU: 0.061, NEG: 0.005})"
desanima un únicamente una o dos personas ayuden proceso prácticas además piden trabajo y veces ya no horario y realizarlo,"AnalyzerOutput(output=NEG, probas={NEG: 0.960, NEU: 0.037, POS: 0.002})"
desempeñé actividades gestión administración control etc tareas rutinarias si dejaron aprendizaje embargo gustado adentrarme parte internacional tuvo ver evidentemente modalidad línea general miembros organización muy abiertos enseñar y guiar practicantes y todo escuchar comentarios ideas grandes rasgos llevo una buena experiencia comce sur,"AnalyzerOutput(output=POS, probas={POS: 0.794, NEU: 0.199, NEG: 0.008})"
excelente experiencia despacho y todo equipo siempre muy atentos encantó hora cafeína hablar arquitectura y conocer colegas,"AnalyzerOutput(output=POS, probas={POS: 0.966, NEU: 0.031, NEG: 0.003})"
muy tardada incorporación proyecto comenzar codificación políticas públicas pesar no quería desarrollar prácticas ámbito académico o investigación general siento muy contento coronanet ayudado aprender y yo podido aportar proyecto,"AnalyzerOutput(output=NEG, probas={NEG: 0.608, NEU: 0.366, POS: 0.026})"
excelente organización aprendí demasiado y reafirmé quiero dedicar laboralmente recomiendo muchísimo no pude haber elegido mejor lugar trabajo todos aspectos,"AnalyzerOutput(output=POS, probas={POS: 0.966, NEU: 0.030, NEG: 0.004})"
gusto realizar practicas municipio solo podido lograr modalidad online,"AnalyzerOutput(output=NEU, probas={NEU: 0.657, POS: 0.310, NEG: 0.033})"
todo excelente aprendí mucho objetivo principal,"AnalyzerOutput(output=POS, probas={POS: 0.957, NEU: 0.040, NEG: 0.004})"
encanto hacer practicas despacho creo universidad piden demasiadas cosas veces organización hace tedioso contestar encuestas evaluación,"AnalyzerOutput(output=NEG, probas={NEG: 0.941, NEU: 0.056, POS: 0.003})"
considero comunicación podría mejorar manera manejan tiempos puede práctica y contacto directo funcional,"AnalyzerOutput(output=NEU, probas={NEU: 0.779, POS: 0.200, NEG: 0.021})"
pésima experiencia principio tuve muchos problemas comunucación nunca cintestaban y fecha contestan una semana después si llegan contestar no asignó un trabajo dejaron aire un mes fin asignó un trabajo no recibí ningún tipo ayuda orientación proyeto quedó aire dejaron contestar tuve acudir ayuda coordinadora escuela ciencias mariel pozo perdí tiempo organización,"AnalyzerOutput(output=NEG, probas={NEG: 0.910, NEU: 0.086, POS: 0.004})"
una muy grata experiencia poder brindar apoyo organización conarte,"AnalyzerOutput(output=POS, probas={POS: 0.979, NEU: 0.018, NEG: 0.003})"
muy buena experiencia gran empresa veces comunicación deficiente hacia practicantes,"AnalyzerOutput(output=NEG, probas={NEG: 0.876, NEU: 0.100, POS: 0.024})"
todo bien,"AnalyzerOutput(output=NEU, probas={NEU: 0.589, POS: 0.241, NEG: 0.170})"
dominguez y buis galerias ayudo crecer arquitecta mostró lado arquitectura y conecta y trabaja junto arte voy muy contenta muchos aprendizajes encantaron practicas y recomiendo mucho experiencia positiva galería,"AnalyzerOutput(output=POS, probas={POS: 0.965, NEU: 0.032, NEG: 0.003})"
una excelente empresa,"AnalyzerOutput(output=POS, probas={POS: 0.946, NEU: 0.050, NEG: 0.004})"
una excelente oportunidad ayudó mucho ampliar panoramas y experiencia considero fundamental poner práctica gran parte conocimientos aprendidos carrera,"AnalyzerOutput(output=POS, probas={POS: 0.947, NEU: 0.050, NEG: 0.004})"
encargados proyecto siempre muy serviciales y simpáticos conmigo y todos trabajando siempre pendientes estuviéramos llevando cabo y cada vez dudas resolvían pronto podían,"AnalyzerOutput(output=POS, probas={POS: 0.937, NEU: 0.060, NEG: 0.004})"
muy buen trato agencia y personal,"AnalyzerOutput(output=POS, probas={POS: 0.960, NEU: 0.036, NEG: 0.004})"
no sé si tiempo verano actividades realizar sólo realicé meses no mal no sentí aprendido ayudara nivel profesional y decepcionó un embargo no nada malo decir cuanto trato dieron delegaron actividades y demás solo gustado hacer tareas distintas adquirir conocimientos ayuden un futuro,"AnalyzerOutput(output=NEU, probas={NEU: 0.618, NEG: 0.347, POS: 0.035})"
excelente calidad humana jefe inmediato y excelente empresa general,"AnalyzerOutput(output=POS, probas={POS: 0.955, NEU: 0.040, NEG: 0.005})"
una gran experiencia un excelente equipo darma muchas gracias,"AnalyzerOutput(output=POS, probas={POS: 0.980, NEU: 0.017, NEG: 0.003})"
gusto mucho trabajar dieron un curso interiores hizo muy interesante y gustaría volver trabajar,"AnalyzerOutput(output=POS, probas={POS: 0.980, NEU: 0.018, NEG: 0.002})"
verdad gustó mucho realizar prácticas agencia gustado presencial realmente aprendí bastante y gustó muchísimo realicé largo meses única sugerencia específicos inicio prácticas cuanto todas respuestas ya regañó una respuesta debía darle clientes no tuviera respuesta momento o no supiera yo jamás dió indicación y regañó muy feo persona no encargada jamás notificó inicio realmente disfruté mucho hacerlas ahí gustó mucho y actualmente trabajando un cliente,"AnalyzerOutput(output=NEU, probas={NEU: 0.572, POS: 0.244, NEG: 0.184})"
no considero trate una buena organización hacer prácticas profesionales distancia lineamientos deberían planteados un inicio y supervisión escasa,"AnalyzerOutput(output=NEG, probas={NEG: 0.962, NEU: 0.034, POS: 0.004})"
debido pandemia trabajó un software realizar prácticas linea embargo dicho programa no compatible sistemas operativos afecto desempeño no posible o fácil todos tener acceso una computadora extra,"AnalyzerOutput(output=NEG, probas={NEG: 0.724, NEU: 0.270, POS: 0.007})"
gustado prácticas tuvieran relación carrera,"AnalyzerOutput(output=NEU, probas={NEU: 0.800, NEG: 0.104, POS: 0.096})"
veo necesidad exponer experiencia dentro conectika ya puedo decir no grata empezaré nivel estrés causaba incertidumbre y exigencias base trabajos puedo decir certeza elevado además presión practicantes tener desarrollar trabajos plenitud una cantidad absurda información demasiada general puedo describir horas trabajo estrés deadlines inexactos instrucciones incompletas mala organización trabajos urgencia falta material y proyectos completa responsabilidad practicantes retroalimentación muy mala comunicación llevó trabajar dos veces proyecto y todo no respetar tiempo trabajo acordada primer día dejaron un muy mal sabor boca primer y última experiencia prácticas profesionales comentario general gustaría tomaran un tiempo empresa organizar mejor manera tiempos proyectos y funciones cada uno posible tomen un tiempo poder explicar mejor necesidad creativos y brindar retroalimentación misma manera solicitan un proyecto ”urgente”,"AnalyzerOutput(output=NEG, probas={NEG: 0.890, NEU: 0.105, POS: 0.005})"
muchas gracias oportunidad una muy buena experiencia pude aprender diferentes cosas todos participaron organización,"AnalyzerOutput(output=POS, probas={POS: 0.978, NEU: 0.019, NEG: 0.003})"
excelente aprendido mucho diversos temas y siento muy gusto compañeros y profesora,"AnalyzerOutput(output=POS, probas={POS: 0.978, NEU: 0.020, NEG: 0.003})"
muy interesante y útil llevar prácticas darma,"AnalyzerOutput(output=POS, probas={POS: 0.968, NEU: 0.029, NEG: 0.003})"
muchas gracias muy contenta y aprendí mucho,"AnalyzerOutput(output=POS, probas={POS: 0.977, NEU: 0.021, NEG: 0.003})"
buenísima experiencia,"AnalyzerOutput(output=POS, probas={POS: 0.954, NEU: 0.041, NEG: 0.005})"
conocí un programa permite visualizar moléculas y propiedades forma teórica así comprende pasa reacciones práctica teórico,"AnalyzerOutput(output=NEU, probas={NEU: 0.633, POS: 0.343, NEG: 0.023})"
excelente organización realizar prácticas profesionales,"AnalyzerOutput(output=POS, probas={POS: 0.944, NEU: 0.053, NEG: 0.004})"
muy buena organización aprendí bastantes cosas parte contratación puse no no ofrecieron trabajo si ofrecieron realizar prácticas,"AnalyzerOutput(output=POS, probas={POS: 0.901, NEU: 0.092, NEG: 0.006})"
una empresa muy padre gustó participar proyecto tocó aprendí nuevas funciones excel además adquirí conocimiento campañas marketing digital,"AnalyzerOutput(output=POS, probas={POS: 0.973, NEU: 0.023, NEG: 0.003})"
encantó realizar prácticas endeavor,"AnalyzerOutput(output=NEU, probas={NEU: 0.684, POS: 0.294, NEG: 0.022})"
debido circunstancias pandemia organización no pudo proveer practicas obra actividad esencial carrera arquitectura ende prácticas un taller una introducción profesión cabe mencionar aún bajo circunstancias despacho hizo un esfuerzo hacer interesante proyecto,"AnalyzerOutput(output=NEG, probas={NEG: 0.749, NEU: 0.239, POS: 0.012})"
no totalidad acorde carrera embargo agrado,"AnalyzerOutput(output=NEU, probas={NEU: 0.603, NEG: 0.347, POS: 0.050})"
experiencia muy buena organización y brindó conocimientos nuevos,"AnalyzerOutput(output=POS, probas={POS: 0.974, NEU: 0.024, NEG: 0.002})"
pesar una actividad realizó manera remota mantuvo constante comunicación supervisor recibió retroalimentación llevar cabo solicitado llevaron cabo reuniones trabajo actualizarnos progreso y algún cambio proyecto y resultó un periodo prácticas satisfactorio,"AnalyzerOutput(output=POS, probas={POS: 0.891, NEU: 0.104, NEG: 0.005})"
demasiada exigencia y obligaciones no parte equipo trabajo formalmente si no practicante dispuesto aprender no existió una atención y comunicación adecuada llevar cabo actividades descritas eficiencia y practicidad,"AnalyzerOutput(output=NEG, probas={NEG: 0.852, NEU: 0.140, POS: 0.008})"
una gran organizacion y ayudaron mucho largo practicas,"AnalyzerOutput(output=POS, probas={POS: 0.974, NEU: 0.023, NEG: 0.003})"
gustado conocer persona jefes oficina y vida dentro despacho lamentablemente debido circunstancias no permitió lado realmente encuentro muy agradecida organización oportunidad aprender y confiar tareas asignadas una gran experiencia,"AnalyzerOutput(output=POS, probas={POS: 0.826, NEU: 0.163, NEG: 0.011})"
ningún comentario,"AnalyzerOutput(output=NEU, probas={NEU: 0.631, NEG: 0.258, POS: 0.110})"
muy interesante cómo trabajar objetivos puede hacer todo rápido y eficiente y organización brinda oportunidad conocer ampliamente distintos temas y recursos necesitan personas organización,"AnalyzerOutput(output=POS, probas={POS: 0.942, NEU: 0.053, NEG: 0.006})"
encanto hacer practicas endeavor méxico mucha utilidad capacitarme área laboral ambiente muy bueno,"AnalyzerOutput(output=POS, probas={POS: 0.941, NEU: 0.056, NEG: 0.004})"
gusto mucho realizar prácticas y empresa realmente aprendí bastante,"AnalyzerOutput(output=POS, probas={POS: 0.972, NEU: 0.025, NEG: 0.003})"
bueno trabajar un equipo laboratorio multidisciplinario pudiendo escuchar proyectos cientificos,"AnalyzerOutput(output=POS, probas={POS: 0.855, NEU: 0.136, NEG: 0.009})"
nada todo bien proceso,"AnalyzerOutput(output=NEU, probas={NEU: 0.578, POS: 0.299, NEG: 0.123})"
bueno tener oportunidad asistir forma presencial prácticas,"AnalyzerOutput(output=NEU, probas={NEU: 0.699, POS: 0.286, NEG: 0.014})"
todo súper bien,"AnalyzerOutput(output=POS, probas={POS: 0.854, NEU: 0.125, NEG: 0.021})"
siento muy contenta haber realizado prácticas proyecto bauhaus principio sentía insegura pensaba no iba tener nada ver carrera final todo resulto muy bien y aprendi cosas arte vinculaban carrera ri fin proyecto y ayuda ofreció calidad y sentí cómoda,"AnalyzerOutput(output=POS, probas={POS: 0.950, NEU: 0.044, NEG: 0.006})"
un ambiente laboral muy bueno brinda suficientes herramientas llegar resultados esperados,"AnalyzerOutput(output=POS, probas={POS: 0.962, NEU: 0.035, NEG: 0.003})"
un inicio organización muy flexible tiempo disposición información responder dudas presentaron resolución proyectos igual siempre disponibles realizar reuniones virtuales monitorear avance proyectos una muy buena experiencia,"AnalyzerOutput(output=POS, probas={POS: 0.949, NEU: 0.048, NEG: 0.003})"
encantó dieron muchas oportunidades y tareas pude aprender definitivamente una experiencia inolvidable,"AnalyzerOutput(output=POS, probas={POS: 0.975, NEU: 0.023, NEG: 0.003})"
todo satisfactorio,"AnalyzerOutput(output=POS, probas={POS: 0.912, NEU: 0.078, NEG: 0.010})"
excelente grupo trabajo,"AnalyzerOutput(output=POS, probas={POS: 0.937, NEU: 0.056, NEG: 0.007})"
total horas,"AnalyzerOutput(output=NEU, probas={NEU: 0.590, NEG: 0.249, POS: 0.161})"
gustó mucho formar parte proyecto aprendí ver carrera perspectiva y aplicar nuevas herramientas no conocidas,"AnalyzerOutput(output=POS, probas={POS: 0.957, NEU: 0.039, NEG: 0.004})"
todo muy bien buena comunicación y atención desgracia todo línea único cambiaría,"AnalyzerOutput(output=POS, probas={POS: 0.873, NEU: 0.122, NEG: 0.005})"
agrado mucho expereiencia solamente recomendaria futuro evaluen trabajos ya aunque entregemos trabajos no dan evaluacion saber si trabajo hizo bien o mal,"AnalyzerOutput(output=NEU, probas={NEU: 0.578, NEG: 0.388, POS: 0.033})"
gran organización,"AnalyzerOutput(output=POS, probas={POS: 0.678, NEU: 0.266, NEG: 0.055})"
excelente comunicación directa jefe inmediato y permitieron opinar y apoyar diversos aspectos no relacionados área fomentando aprendizaje,"AnalyzerOutput(output=POS, probas={POS: 0.901, NEU: 0.091, NEG: 0.008})"
buena experiencia organización,"AnalyzerOutput(output=POS, probas={POS: 0.965, NEU: 0.032, NEG: 0.003})"
excelente ambiente laboral flexible y agradable respetan respetan trabajo tiempos y habilidades,"AnalyzerOutput(output=POS, probas={POS: 0.933, NEU: 0.062, NEG: 0.005})"
pesar haber tomado prácticas línea personas trabajé siempre brindaron apoyo y atención volviendo trabajo atractivo interesante aprendí mucho periodo prácticas profesión,"AnalyzerOutput(output=POS, probas={POS: 0.953, NEU: 0.042, NEG: 0.005})"
todo bien,"AnalyzerOutput(output=NEU, probas={NEU: 0.589, POS: 0.241, NEG: 0.170})"
una grata experiencia poder apoyar despacho aprendí bastante y brindaron recursos necesarios capacitarme y adquirir conocimientos,"AnalyzerOutput(output=POS, probas={POS: 0.978, NEU: 0.019, NEG: 0.003})"
poca comunicación parte organización así información muy escasa respecto actividades así falta retroalimentación mismas,"AnalyzerOutput(output=NEG, probas={NEG: 0.956, NEU: 0.040, POS: 0.005})"
muy buena experiencia segura ayudará mucho profesionalmente,"AnalyzerOutput(output=POS, probas={POS: 0.969, NEU: 0.029, NEG: 0.002})"
muy buena organización un excelente trabajo,"AnalyzerOutput(output=POS, probas={POS: 0.978, NEU: 0.019, NEG: 0.003})"
agradó parte experiencia aprendí mucho,"AnalyzerOutput(output=POS, probas={POS: 0.926, NEU: 0.066, NEG: 0.008})"
creo una academia grandes aspiraciones formando miles niños y niñas camino danza inspirándolos mejores cada día ambiente trabajo sumamente agradable y saludable agradezco mucho oportunidad,"AnalyzerOutput(output=POS, probas={POS: 0.968, NEU: 0.029, NEG: 0.003})"
operativo silla móvil una organización muy buena poder llevar cabo prácticas profesión director alejandro lópez siempre abierto dialogos y preguntas relacionadas mundo laboral y siempre toma tiempo incluirte procesos gestión puedas entenderlos mejor compañía un ambiente muy bueno y un lugar lleno oportunidades,"AnalyzerOutput(output=POS, probas={POS: 0.953, NEU: 0.044, NEG: 0.003})"
organización buena trato responsables proyectos no muchas actividades tuve un aprendizaje grande,"AnalyzerOutput(output=POS, probas={POS: 0.897, NEU: 0.097, NEG: 0.006})"
gusto mucho organización hizo muy profesional y gusto trabajar,"AnalyzerOutput(output=POS, probas={POS: 0.980, NEU: 0.017, NEG: 0.003})"
aprendí mucho estadía organización siento conocimientos suficientes empezar vida profesional,"AnalyzerOutput(output=POS, probas={POS: 0.782, NEU: 0.206, NEG: 0.012})"
excelente organización muy recomendable trabajan manera muy profesional y organizada un ambiente laboral muy bueno muy comprensivos y aprendes muy bien,"AnalyzerOutput(output=POS, probas={POS: 0.978, NEU: 0.019, NEG: 0.003})"
establecido un horario dentro realizaría actividades prácticas horario jamás cumplió actividades tomaban todo día realizar y pesar comentarlo jefa no cambió,"AnalyzerOutput(output=NEU, probas={NEU: 0.738, NEG: 0.233, POS: 0.030})"
aún tuvo varios contratiempos y desacuerdos especialmente horarios primer trabajo gustó trabajo hice ya primera vez enfoqué contenido redes sociales único no gustó falta realismo prácticas realmente nunca una experiencia profesional o real hice todo contenido conocer brief marca nunca una estrategia comunicación tener mayor alcance redes sociales objetivo motivar mayor ventas etc nunca vi resultados trabajos aspecto vistas o alcance veces nunca publicaron aviso tampoco sentí tareas asignaron retado o mejorado habilidades experiencia prácticas negra taller mas estilo un hobby o proyecto amigos objetivos metas y resultados reales independientemente sigo super satisfecha calidad trabajo,"AnalyzerOutput(output=NEU, probas={NEU: 0.818, NEG: 0.102, POS: 0.080})"
una excelente organización un ambiente trabajo excelente todos integrantes favorecen buen desempeño dentro organización amables y muy competentes,"AnalyzerOutput(output=POS, probas={POS: 0.972, NEU: 0.024, NEG: 0.003})"
contrataron secretaria no hacer traducciones debía,"AnalyzerOutput(output=NEU, probas={NEU: 0.612, NEG: 0.373, POS: 0.015})"
debería contar tiempo prácticas planeación ya requiere tiempo,"AnalyzerOutput(output=NEU, probas={NEU: 0.791, NEG: 0.165, POS: 0.044})"
supone semestre según planteado malla curricular únicamente haber dedicado docencia idiomas no obstante dedique traducción un par documentos no digo pedido nada traducir una actividades indicó inicio según maestra guía prácticas semestre prácticas i no haber traducido nada y dedicar exclusivamente docencia no mala experiencia considero necesario mencionarlo,"AnalyzerOutput(output=NEU, probas={NEU: 0.829, NEG: 0.146, POS: 0.025})"
interesante practicante tuviera oportunidades conocer distintas área dentro editorial,"AnalyzerOutput(output=NEU, probas={NEU: 0.729, POS: 0.245, NEG: 0.026})"
pregunta si organización brindo transporte comedor etc puse no todo linea muy satisfecho,"AnalyzerOutput(output=NEU, probas={NEU: 0.839, NEG: 0.142, POS: 0.019})"
pareció un excelente lugar hacer prácticas ayudó salir zona confort y pude resolver todas dudas así obtuve retroalimentación todo tiempo trabajo,"AnalyzerOutput(output=POS, probas={POS: 0.969, NEU: 0.029, NEG: 0.002})"
muy agradable trabajar organización aprendí mucho,"AnalyzerOutput(output=POS, probas={POS: 0.978, NEU: 0.019, NEG: 0.003})"
una buena compañía mala fama casi todas compañías puebla creo perjudicial ahí aprendido mucho,"AnalyzerOutput(output=NEU, probas={NEU: 0.498, NEG: 0.458, POS: 0.044})"
una buena experiencia,"AnalyzerOutput(output=POS, probas={POS: 0.906, NEU: 0.090, NEG: 0.004})"
ninguno,"AnalyzerOutput(output=NEU, probas={NEU: 0.498, NEG: 0.298, POS: 0.205})"
no hize esperado debido toma campus buena experiencia tuvo defectos todo sucesos ocurridos recientemente,"AnalyzerOutput(output=NEU, probas={NEU: 0.694, POS: 0.157, NEG: 0.149})"
ninguna,"AnalyzerOutput(output=NEU, probas={NEU: 0.498, NEG: 0.327, POS: 0.175})"
excelente,"AnalyzerOutput(output=NEU, probas={NEU: 0.478, POS: 0.319, NEG: 0.203})"
no pude disfrutar prácticas debido pandemia covid embargo aunque línea gustaron,"AnalyzerOutput(output=NEU, probas={NEU: 0.542, NEG: 0.336, POS: 0.122})"
una experiencia agradable aprendí mucho exigí y desarrolle habilidades audiovisuales nivel,"AnalyzerOutput(output=POS, probas={POS: 0.965, NEU: 0.032, NEG: 0.004})"
trato siempre mejor y buena comunicación pesar distancia,"AnalyzerOutput(output=POS, probas={POS: 0.773, NEU: 0.215, NEG: 0.012})"
siempre muy atentas dudas respecto debía hacer y ofrecieron capacitación vía remota poder desempeñarlas,"AnalyzerOutput(output=NEU, probas={NEU: 0.850, NEG: 0.123, POS: 0.028})"
ninguna,"AnalyzerOutput(output=NEU, probas={NEU: 0.498, NEG: 0.327, POS: 0.175})"
considero falta atención actividades convirtió un factor desmotivante,"AnalyzerOutput(output=NEG, probas={NEG: 0.920, NEU: 0.072, POS: 0.008})"
disfrute practicas,"AnalyzerOutput(output=NEU, probas={NEU: 0.682, POS: 0.184, NEG: 0.133})"
gwpr méxico una organización enseñado mucho tiempo no solo relaciones públicas sino áreas marketing comunicación incluso temas relacionados sat y hacienda pueden llegar muy confusos y gustó haber conocimiento todo cosas servirán largo plazo gustó todo aprendí relacionado rrpp y ayudará crecer carrera profesional,"AnalyzerOutput(output=NEU, probas={NEU: 0.683, NEG: 0.261, POS: 0.057})"
personas toco colaborar muy atentas amigables y comprensibles no muy claros lineamientos o reglas no algún tipo reunión introducción entonces no todo terminaba claro,"AnalyzerOutput(output=NEU, probas={NEU: 0.737, NEG: 0.175, POS: 0.087})"
no gusto pusieran hacer siempre mismas actividades limitaba aprendizaje y sugerencia mejor dieran background y hacer y permitieran ir rotando diversas áreas,"AnalyzerOutput(output=NEU, probas={NEU: 0.507, NEG: 0.456, POS: 0.037})"
un gusto hacer prácticas presidencia san salvador verde obviamente presenciales mejor restricciones covid no pudo maestro humberto cuevas un excelente jefe,"AnalyzerOutput(output=POS, probas={POS: 0.964, NEU: 0.031, NEG: 0.005})"
realicé prácticas un proyecto interno universidad,"AnalyzerOutput(output=NEU, probas={NEU: 0.720, POS: 0.257, NEG: 0.023})"
organización aprendí varias actividades presentando dudas y siempre contestadas forma satisfactoria agradezco lic luis maccise brindarme conocimientos y atención transmitirlos,"AnalyzerOutput(output=POS, probas={POS: 0.900, NEU: 0.095, NEG: 0.005})"
excelente proyecto dr siempre apoyo dudas surgieran respecto datos recabar,"AnalyzerOutput(output=POS, probas={POS: 0.583, NEU: 0.388, NEG: 0.029})"
muy buen proyecto interno,"AnalyzerOutput(output=POS, probas={POS: 0.973, NEU: 0.024, NEG: 0.003})"
una excelente organización duda una experiencia enriquecedora obtuve nuevo conocimiento y puse práctica ya sabía,"AnalyzerOutput(output=POS, probas={POS: 0.973, NEU: 0.025, NEG: 0.003})"
excelente proyecto,"AnalyzerOutput(output=POS, probas={POS: 0.636, NEU: 0.301, NEG: 0.063})"
muy feliz aprendido mucho y considero experiencia obtenido permitido tener un crecimiento profesional sólido,"AnalyzerOutput(output=POS, probas={POS: 0.965, NEU: 0.031, NEG: 0.003})"
vuelva presencial universidad,"AnalyzerOutput(output=NEU, probas={NEU: 0.782, NEG: 0.150, POS: 0.068})"
pareció una muy buena institución poder hacer prácticas enseñan práctica llevar teoría ve universidad llevarlo práctica vida laboral ya clases no enseñan ejemplo redactar una demanda un laudo un amparo diferentes documentos muy necesarios saber tal forma no llegues blanco vida laboral,"AnalyzerOutput(output=NEU, probas={NEU: 0.691, POS: 0.175, NEG: 0.133})"
excelente empresa realizar prácticas,"AnalyzerOutput(output=POS, probas={POS: 0.954, NEU: 0.042, NEG: 0.004})"
tuve muy mala experiencia organización nunca retroalimentación y dudas resolvían forma documento elaborando no temas inicio organización no respetó horario carta inicio pusieron todos días y así tuvieron dos meses y medio no respetaban clases exámenes y demás un inicio entrevista comenté incluso trabajaba dijeron yo obligada una relación laboral y no así explico practicante y respetar horarios clase asignaron una política y un inicio dije no entendía o sabía hacerlo y tampoco dieron conocimiento ello hice cómo pude entender y profesores apoyaron mencione no tuve retroalimentación temas no contestaban correos y yo enviaba tiempo y forma avances tiempo dijeran observaciones y no pasó un día pidieron terminarlo y corrigiéndomelo prácticamente todo pasó dos veces situación no recomiendo organización sentí haciendo trabajo alguien y tuve aprender propia cuenta o ayuda profesores nunca parte organización,"AnalyzerOutput(output=NEG, probas={NEG: 0.906, NEU: 0.090, POS: 0.004})"
excelente despacho hacer practicas,"AnalyzerOutput(output=POS, probas={POS: 0.924, NEU: 0.071, NEG: 0.005})"
excelente despacho así personas integran,"AnalyzerOutput(output=POS, probas={POS: 0.695, NEU: 0.292, NEG: 0.013})"
pedido segunda sala civil muy enriquecedora definitivamente recomiendo universidad ofrezca prácticas tribunal manera fortaleza aprendido clases y entienda una mejor manera funciona sistema aplicando teórico práctica,"AnalyzerOutput(output=POS, probas={POS: 0.928, NEU: 0.068, NEG: 0.004})"
un gran descuido pertenecíamos prácticas solo destinó un proyecto todo semestre no bien supervisado aplicado debido caso particular debía presentar aplicar y proporcionar diagnóstico empresa acorde nom realizó cuestionario google forms y presentó primeras semanas haber iniciado término exposición proyecto comentó llevaría discusión directivos poder aplicar cuestionario siguientes semanas pasaron semanas y no ningún feedback o comentario respecto sino finales octubre envió cuestionario y cabo dos semanas y media solo menos mitad trabajadores contestado ahora encuentro dos semanas terminar intentaré cambiar esquema tal forma adecue muestra mayor supervisión guía o apoyo supuesta compañera proyecto un inicio sonaba y parecía una empresa muy atenta y cercana practicantes embargo personalmente sentí ajena organización ansiosa no saber si haciendo cosas debía o si hacer preocupada califiquen bajo ya no creo haber hecho suficiente o gustado y descuidada o inútil,"AnalyzerOutput(output=NEU, probas={NEU: 0.645, NEG: 0.337, POS: 0.017})"
excelente organización,"AnalyzerOutput(output=POS, probas={POS: 0.659, NEU: 0.291, NEG: 0.050})"
una muy buena experiencia llevar cabo prácticas organización gustó mucho aprendí bastante y creo voy preparada nunca final carrera,"AnalyzerOutput(output=POS, probas={POS: 0.978, NEU: 0.020, NEG: 0.003})"
todo muy bien muy contenta,"AnalyzerOutput(output=POS, probas={POS: 0.930, NEU: 0.065, NEG: 0.005})"
excelente lugar realizar prácticas un ambiente continuo aprendizaje pude aplicar aprendido largo carrera,"AnalyzerOutput(output=POS, probas={POS: 0.952, NEU: 0.045, NEG: 0.003})"
una gran organización adquirí mucho conocimiento pude aplicar parte teórica carrera ambiente confianza y libertad explorar nuevas posibilidades favoreció desarrollo profesional,"AnalyzerOutput(output=POS, probas={POS: 0.932, NEU: 0.064, NEG: 0.005})"
encantó organización y un excelente lugar aprender coordinadora siempre impulsó aprender y realizar misma pudiera siempre mano apoyo incondicional,"AnalyzerOutput(output=POS, probas={POS: 0.967, NEU: 0.031, NEG: 0.003})"
un proyecto muy interesante todo apoyo necesario,"AnalyzerOutput(output=POS, probas={POS: 0.975, NEU: 0.023, NEG: 0.003})"
considero hace falta organización cuanto actividades y roles dentro institución igual compromiso preparar y otorgar ciertas actividades relación practicantes ya considero no cuentan mayor disposición y organización,"AnalyzerOutput(output=NEG, probas={NEG: 0.617, NEU: 0.358, POS: 0.025})"
mejores experiencias gran trato humano y mucho aprendizaje personal y profesional,"AnalyzerOutput(output=POS, probas={POS: 0.960, NEU: 0.037, NEG: 0.003})"
